prompt_with_emotion,response_with_emotion
"I went to the grocery store the other day. I shopprf got sn hour then realized I had left my purse home., embarrassed","['I went to grocery store the other day and completely embarassed myself., caring', 'What happened?!, caring', 'I filled an entire cart with food for a party and then realized I had forgot me purse at home., faithful', 'Oh no. Did you end up having to leave the cart?, surprised', 'Yes. MY apartment is close by but It was still embarrassing, caring']"
"I went to the local art museum today and there were mummies on display. The artifacts are amazing!, impressed","['The mummies at my local art museum are amazing! One that I saw was from the Roman Era., surprised', 'Wow that really old but not too old for mummies considering., afraid', 'Right. I had no idea their usage stretched such a long time period., surprised', 'Haha yea seems like it would be really cool to see in person., sentimental', 'Their display were pretty neat., furious']"
"I went to the optometrist_comma_ and my prescription got strong. She warned me about being at risk for losing my vision., afraid","['I went to the optometrist_comma_ and my prescription got strong. She warned me about being at risk for losing my vision., sad', ""That's not good. I know my eyes hurt when staring at the bright white screen on computers . So I change them to a darker color when possible., ashamed"", 'Oh yes. That is smart. After the warning_comma_ I use the screen dimming program called f.lux., hopeful', ""Haven't tried that yet_comma_ but I have heard of it. I will check it out. thanks !, nostalgic""]"
"I went to work one day and all the management had been fired to my surprise_comma_ we had the option to stay or leave with severance pay., surprised","['It was such a streeful way to start the day_comma_ with no prior notice to the management change_comma_ and there firing., surprised', ""I've been there when a new company bought us out. How did you handle it? , surprised"", 'We were giving the choice to stay or leave with severance package_comma_ I was so nervous and it was on the spot_comma_ I didnt know what to do at first., surprised', 'That sounds stressful. At least they offered severance., anticipating']"
"I will be going on my first cruise in Feburary., excited","[""I can't wait for February, impressed"", ""Oh yeah? What's so special about it?, caring"", 'I am going on my first cruise with my family., caring', 'Wow! That sounds like such a fun time, afraid', ""I can't wait! It is going to be a great time., afraid""]"
"I will pass a examen next monday. I reviewed all the content for the course, prepared","['I will pass a examen next monday. I reviewed all the content for the course, caring', 'Good for you! Studying can be a real challenge sometimes., caring', ""Yes_comma_ I feel ready. I can't wait to take that exam, prepared"", ""Awesome_comma_ that's the best way to go into exam. I'm sure you'll do great!, hopeful""]"
"I wish I didn't cheat on my girlfriend., guilty","['I wish I did not cheat on my gf., impressed', 'Man I feel you.  Today was her birthday..but I thought it would be awkward to go over since she blocked me on facebook, impressed', 'Smart move_comma_ I do not like Facebook., caring', ""Where are you from originally.  I'm Filipino, faithful""]"
"I wish I had friends., lonely","['I wish I had friends., surprised', 'Why is that? Is there something wrong with you?, caring', 'I do not think so but I am shy., annoyed', 'You should work on that.Be a better version of yourself., confident']"
"I wish I had someone to spend my days with. I feel a alone., lonely","['I should really try to get a girlfriend or something. I just need to feel someone., caring', 'Try online dating! Its actually really fun... have you tried it? , surprised', 'Yeah I just feel like it is no use. , terrified', 'Dont feel that way... theres someone out there for everyone. Give it a try. :) , surprised', 'OK I geuss I can try to apply myself more., ashamed']"
"I wish I never lied to my dad., guilty","['I wish I never lied to my dad., caring', ""I'm sure you had a good reason. What was it about?, caring"", 'About my test score at school., caring', ""Why would you lie about that? It couldn't have been that bad? , angry""]"
"I wish I was Batman., jealous","['I wish I was Batman. He is cool., jealous', 'He is cool. I would settle for a British butler. Is he your favorite super hero?, caring', 'Yes not even close. He is the best., annoyed', 'I really like Batman too_comma_ Christian Bale is my favorite Batman. , caring']"
"I wish I was Donald Trump. His life is amazing., jealous","['I wish I was Donald Trump. His life is amazing., embarrased', 'You can be the next trump if you work hard., sad', 'I hope so. I want to be rich like him., anticipating', 'You have to work hard and get good at somehting., surprised']"
"I wish I was Elon Musk., jealous","['I wish I was Elon Musk., caring', ""I've heard his net worth is like $20.9 billion dollars!!  I wish I was him too - LOL!, annoyed"", 'Yes and started SpaceX., excited', 'If I were to travel to Mars_comma_ it would be with him!, caring']"
"I wish I was Lebron James., jealous","['I wish I was Lebron James., embarrased', 'Why? You should be happy with who you are., caring', 'I want to be rich and tall like Lebron., surprised', 'Height you can not change but if you work hard anyone can be rich. , jealous', 'I want to be rich and tall like Lebron., angry', 'Just work hard and make your own money. , caring']"
"I wish I was taller., jealous","['I wish I was taller., anticipating', 'My husband has that issue.  Are you shorter than average?, disgusted', ""No I am 6 foot but want to be 6'6., furious"", ""I've heard of people trying to hang upside down for hours a day to lengthen themselves.  Not that I think it works_comma_ but apparently many people would like to be taller., devastated""]"
"I woke up early today for work. My children were still up watching cartoons!, surprised","['We just got back from vacation and our sleep times are off. It is really messing with me., caring', ""That will mess you up for a few days. The only thing I don't like about going away., embarrased"", 'I went to bed at a decent time last night. When I woke up my kids were still up watching cartoons!, caring', 'Oh no. Hopefully everybody gets back to normal soon., surprised']"
