prompt_with_emotion,response_with_emotion
"I was surprised when my parents bought me a car. I did not expect it at all, neutral","['I still own it actually_comma_ still running!, neutral', ""No way -- THAT'S the best. Paid for (I'm assuming) *and* running. Do you hope to do the same for your kids when it's time?, sadness""]"
"I was surprised when my parents picked me up from work in a new car for me. I did not expect that at all!, fear","['I was very excited_comma_ just to have a car at all is awesome!, joy']"
"I was surprised when my parents picked me up from work in a new car for me. I did not expect that at all!, joy","['my parents picked me up from work in a new car for me when I turned 17_comma_ I was so surprised, neutral']"
"I was surprised when my parents picked me up from work in a new car for me. I did not expect that at all!, neutral","['Did this make you excited?, neutral']"
"I was surprised when my parents picked me up from work in a new car for me. I did not expect that at all!, sadness","['What type of car was it?, fear']"
"I was thrown a party yesterday and had no idea it was happening., joy","['So I came home from work yesterday and when I walked in the apartment Sally had all my friends and family inside., fear']"
"I was thrown a party yesterday and had no idea it was happening., neutral","['How sweet! I hope someone throws me one one day., neutral']"
"I was thrown a party yesterday and had no idea it was happening., sadness","['surprise party or intervention, fear', 'It was a surprise party I turned 25. I honestly thought they all had forgotten., joy']"
"I was thrown a surprise party for my 30th birthday., anger","['Very nice! Where was the party?, anger', ""It was held at my parent's house in New Orleans., joy""]"
"I was thrown a surprise party for my 30th birthday., joy","['For my 30th birthday_comma_ my family and friends got together and threw me a surprise birthday party., fear', ""That's really sweet of them. Must've been a big party., anger""]"
"I was thrown a surprise party for my 30th birthday., neutral","['Last year my family surprised me for my birthday with a party., fear']"
"I was told my cat only has a few weeks to live., joy","['The vet told me my cat only has a few weeks left to live., neutral', 'It really doesnt.. i had to put my dog to sleep and it was extremely painful. I really hope that he can rest without pain and that you can feel better soon.. , joy', 'Yeah It is just one of those things we all have to go through at some point., sadness']"
"I was told my cat only has a few weeks to live., neutral","['Thats so terrible! :( Im really sorry... you should do something special everyday and make memories! , neutral', 'I plan on it! He is really old so it is just his time to go and I get that but that doesnt make it any easier., anger']"
"I was traveling to my daughters new house at night and I was feeling a little anxious about not finding her house., anger","['yes_comma_ I was traveling to my daughters new house, anger', 'I hope you were able to get it turned right back on in order to have directions to get where you were going., neutral']"
"I was traveling to my daughters new house at night and I was feeling a little anxious about not finding her house., joy","['Were you using it to get to a specific place?, anger']"
"I was traveling to my daughters new house at night and I was feeling a little anxious about not finding her house., sadness","['I started feeling a little anxious when my GPS just shut off, sadness']"
"I was turned down an assistant training position at work. For the past 4 years I have scored higher than the actual head trainer on this test., fear","['Life is like that.  It is not what you know but who you know., anger']"
"I was turned down an assistant training position at work. For the past 4 years I have scored higher than the actual head trainer on this test., neutral","['I didnt get the assistant training position at my job_comma_ even though I have done better than the head trainer himself on the yearly test_comma_ 4 years in a row!, sadness', 'yup_comma_ guess I need to practice my butt kissing , sadness', ""No need to kiss butt.  Maintain your integrity and enjoy life on it's terms., anger""]"
"I was unsure about letting my son go to a sleepover since we didn't know the family very well.  It was hard to decide what to do., anger","['I agree_comma_ you made the right choice. And it gives you time to get to know the hosts before a future sleepover!, neutral']"
"I was unsure about letting my son go to a sleepover since we didn't know the family very well.  It was hard to decide what to do., joy","[""Yes_comma_ and it was hard to decide because my son really wanted to go.  But you can't just trust anybody these days., fear""]"
"I was unsure about letting my son go to a sleepover since we didn't know the family very well.  It was hard to decide what to do., neutral","[""My son was invited for a sleepover but we don't know the host family very well., anger""]"
"I was unsure about letting my son go to a sleepover since we didn't know the family very well.  It was hard to decide what to do., sadness","['Did you decline? I would not feel very comfortable until i got to know the family. , fear']"
"I was very afraid in airplane because of turbulence., anger","['I was very afraid in airplane because of severe turbulence., sadness', 'Yes airplanes make me feel queasy too. What do you do to cope with it?, fear']"
"I was very afraid in airplane because of turbulence., fear","['I am sorry to hear that. Flying is never easy_comma_ especially when you feel that stressed, fear']"
"I was very afraid in airplane because of turbulence., neutral","['I was not able to cope with it. I had a severe panic attack., anger']"
